student_id,branch,year,cgpa,known_skills,projects_completed,internship_status,preferred_domain,preferred_role,coding_level,communication_level,english_level,daily_learning_hours,career_goal
STU0889,EEE,2,6.92,"SK023, SK101, SK272, SK175, SK190",7,Yes,AI,ROLE044,Advanced,Beginner,Basic,4,Data Scientist
STU0890,Civil,1,8.27,"SK191, SK106, SK243, SK102, SK152",1,Yes,Data Science,ROLE020,Intermediate,Intermediate,Intermediate,5,Cloud Engineer
STU0891,ECE,3,7.79,"SK095, SK249, SK048, SK037, SK062",0,No,Web Development,ROLE029,Intermediate,Beginner,Basic,1,Data Scientist
STU0892,IT,4,7.06,"SK019, SK064, SK064, SK270, SK104",1,No,Cyber Security,ROLE024,Intermediate,Beginner,Basic,3,Cyber Security Analyst
STU0893,Mechanical,3,7.47,"SK154, SK234, SK171, SK247, SK128",2,No,DevOps,ROLE044,Advanced,Beginner,Fluent,4,Cloud Engineer
STU0894,CSE,2,6.33,"SK180, SK253, SK178, SK017, SK099",1,Yes,Cyber Security,ROLE050,Beginner,Beginner,Fluent,4,Cyber Security Analyst
STU0895,Mechanical,4,7.27,"SK083, SK278, SK216, SK210, SK276",8,No,Data Science,ROLE019,Beginner,Advanced,Fluent,4,Data Scientist
STU0896,Mechanical,1,6.67,"SK164, SK235, SK071, SK013, SK026",2,No,DevOps,ROLE031,Beginner,Beginner,Intermediate,4,AI Engineer
STU0897,CSE,4,6.26,"SK221, SK127, SK122, SK195, SK133",7,No,Data Science,ROLE049,Beginner,Intermediate,Fluent,5,Data Scientist
STU0898,ECE,4,8.38,"SK028, SK209, SK104, SK014, SK276",5,No,DevOps,ROLE020,Beginner,Intermediate,Intermediate,6,Software Engineer
STU0899,Civil,4,9.1,"SK144, SK220, SK193, SK077, SK029",7,Yes,Cloud,ROLE052,Intermediate,Advanced,Fluent,5,Software Engineer
STU0900,CSE,1,6.93,"SK203, SK220, SK273, SK257, SK083",5,No,DevOps,ROLE057,Advanced,Intermediate,Basic,3,Cyber Security Analyst
STU0901,Civil,2,8.59,"SK176, SK204, SK017, SK114, SK155",0,Yes,Cloud,ROLE015,Intermediate,Beginner,Intermediate,3,Software Engineer
STU0902,IT,4,8.35,"SK082, SK099, SK211, SK074, SK031",3,No,DevOps,ROLE029,Intermediate,Intermediate,Intermediate,3,Cyber Security Analyst
STU0903,Mechanical,1,9.08,"SK061, SK214, SK169, SK186, SK032",5,No,Web Development,ROLE014,Beginner,Advanced,Intermediate,3,Full Stack Developer
STU0904,Mechanical,1,8.85,"SK093, SK147, SK231, SK077, SK259",6,Yes,Mobile,ROLE024,Beginner,Intermediate,Intermediate,5,Full Stack Developer
STU0905,CSE,2,8.81,"SK123, SK013, SK229, SK143, SK067",7,No,Web Development,ROLE026,Beginner,Beginner,Fluent,5,Full Stack Developer
STU0906,IT,2,7.22,"SK094, SK240, SK050, SK098, SK089",0,No,Cyber Security,ROLE032,Advanced,Advanced,Intermediate,2,Data Scientist
STU0907,IT,3,7.25,"SK175, SK224, SK089, SK197, SK108",1,No,Cloud,ROLE055,Intermediate,Beginner,Basic,4,Cyber Security Analyst
STU0908,Mechanical,1,8.56,"SK266, SK165, SK054, SK182, SK264",5,Yes,Web Development,ROLE011,Beginner,Advanced,Fluent,5,Data Scientist
STU0909,Civil,3,8.53,"SK009, SK277, SK022, SK189, SK034",0,Yes,Cyber Security,ROLE013,Intermediate,Beginner,Fluent,6,Software Engineer
STU0910,Mechanical,1,8.35,"SK110, SK132, SK165, SK245, SK172",3,Yes,DevOps,ROLE034,Beginner,Intermediate,Basic,5,Full Stack Developer
STU0911,IT,1,8.82,"SK190, SK251, SK049, SK201, SK138",6,Yes,Cloud,ROLE034,Beginner,Advanced,Basic,3,Full Stack Developer
STU0912,CSE,3,8.22,"SK266, SK066, SK056, SK166, SK123",7,Yes,Mobile,ROLE052,Intermediate,Beginner,Fluent,5,Cyber Security Analyst
STU0913,CSE,3,7.94,"SK102, SK041, SK102, SK277, SK262",4,Yes,Data Science,ROLE027,Advanced,Advanced,Fluent,4,Data Scientist
STU0914,Civil,1,6.56,"SK060, SK181, SK226, SK195, SK106",3,No,Cloud,ROLE024,Intermediate,Beginner,Fluent,2,AI Engineer
STU0915,Mechanical,4,9.78,"SK116, SK185, SK183, SK142, SK036",3,No,Cloud,ROLE046,Intermediate,Intermediate,Intermediate,1,Full Stack Developer
STU0916,CSE,4,8.9,"SK118, SK003, SK186, SK116, SK223",3,No,Cloud,ROLE038,Intermediate,Advanced,Fluent,3,AI Engineer
STU0917,IT,4,9.53,"SK150, SK214, SK263, SK028, SK134",3,Yes,AI,ROLE040,Intermediate,Beginner,Basic,4,Cloud Engineer
STU0918,CSE,1,7.02,"SK132, SK038, SK155, SK140, SK175",1,No,Data Science,ROLE015,Beginner,Beginner,Intermediate,5,Full Stack Developer
STU0919,Mechanical,4,8.15,"SK186, SK240, SK267, SK079, SK191",5,Yes,Web Development,ROLE007,Beginner,Advanced,Basic,6,Software Engineer
STU0920,Civil,2,8.15,"SK200, SK127, SK012, SK023, SK241",1,Yes,Cyber Security,ROLE023,Intermediate,Intermediate,Fluent,5,Cyber Security Analyst
STU0921,EEE,2,8.22,"SK155, SK065, SK095, SK108, SK243",0,No,Web Development,ROLE023,Beginner,Beginner,Intermediate,3,Cloud Engineer
STU0922,ECE,1,9.33,"SK276, SK079, SK088, SK095, SK083",3,No,DevOps,ROLE057,Beginner,Advanced,Intermediate,4,Software Engineer
STU0923,EEE,3,7.08,"SK093, SK057, SK171, SK218, SK163",8,No,DevOps,ROLE036,Advanced,Advanced,Fluent,5,Software Engineer
STU0924,Mechanical,1,7.77,"SK126, SK008, SK110, SK218, SK254",8,No,Web Development,ROLE011,Intermediate,Advanced,Basic,6,Cyber Security Analyst
STU0925,CSE,2,9.61,"SK214, SK183, SK091, SK160, SK128",4,Yes,Web Development,ROLE038,Beginner,Intermediate,Fluent,4,Cyber Security Analyst
STU0926,ECE,1,7.65,"SK134, SK237, SK041, SK031, SK043",3,No,Data Science,ROLE057,Beginner,Beginner,Fluent,5,Data Scientist
STU0927,CSE,2,8.23,"SK206, SK080, SK197, SK221, SK236",1,Yes,Data Science,ROLE046,Beginner,Beginner,Intermediate,6,Cloud Engineer
STU0928,EEE,2,6.17,"SK065, SK137, SK068, SK062, SK147",2,No,Data Science,ROLE007,Beginner,Beginner,Basic,1,Full Stack Developer
STU0929,Mechanical,1,8.33,"SK109, SK230, SK208, SK227, SK234",2,No,Mobile,ROLE048,Advanced,Beginner,Basic,4,Data Scientist
STU0930,EEE,1,6.64,"SK147, SK156, SK234, SK051, SK085",8,Yes,DevOps,ROLE025,Advanced,Intermediate,Fluent,4,Data Scientist
STU0931,Civil,3,6.49,"SK232, SK141, SK107, SK272, SK258",8,Yes,Cloud,ROLE023,Intermediate,Advanced,Basic,1,Full Stack Developer
STU0932,CSE,4,8.31,"SK279, SK065, SK267, SK201, SK111",5,No,Mobile,ROLE044,Advanced,Advanced,Basic,4,Software Engineer
STU0933,Mechanical,2,7.31,"SK167, SK273, SK020, SK103, SK162",6,No,DevOps,ROLE018,Intermediate,Beginner,Basic,3,Data Scientist
STU0934,EEE,1,7.26,"SK108, SK033, SK264, SK198, SK144",8,No,Cloud,ROLE038,Intermediate,Advanced,Basic,1,Software Engineer
STU0935,EEE,4,9.33,"SK015, SK204, SK225, SK211, SK026",2,No,Mobile,ROLE058,Advanced,Intermediate,Basic,2,Cloud Engineer
STU0936,ECE,3,7.18,"SK156, SK260, SK108, SK135, SK185",2,No,Data Science,ROLE040,Beginner,Beginner,Fluent,6,AI Engineer
STU0937,Civil,4,8.65,"SK113, SK272, SK205, SK215, SK149",0,No,Mobile,ROLE060,Advanced,Intermediate,Intermediate,1,Software Engineer
STU0938,Civil,4,9.08,"SK188, SK108, SK135, SK091, SK247",5,Yes,Web Development,ROLE013,Beginner,Advanced,Fluent,4,Full Stack Developer
STU0939,CSE,3,8.27,"SK157, SK227, SK241, SK170, SK113",0,No,Data Science,ROLE005,Advanced,Advanced,Intermediate,6,Full Stack Developer
STU0940,ECE,3,7.64,"SK231, SK199, SK039, SK020, SK131",6,Yes,Mobile,ROLE015,Intermediate,Beginner,Fluent,5,Data Scientist
STU0941,IT,4,8.98,"SK187, SK242, SK077, SK068, SK234",7,No,Mobile,ROLE020,Advanced,Advanced,Fluent,2,Cloud Engineer
STU0942,EEE,1,9.41,"SK102, SK199, SK150, SK103, SK058",7,No,AI,ROLE003,Beginner,Advanced,Fluent,3,Cyber Security Analyst
STU0943,ECE,3,9.66,"SK037, SK138, SK219, SK079, SK030",1,No,DevOps,ROLE016,Intermediate,Intermediate,Basic,6,AI Engineer
STU0944,IT,1,7.88,"SK083, SK111, SK205, SK135, SK018",8,Yes,AI,ROLE018,Beginner,Beginner,Basic,1,Cloud Engineer
STU0945,Civil,3,8.04,"SK117, SK146, SK181, SK068, SK037",8,Yes,Web Development,ROLE032,Intermediate,Intermediate,Fluent,3,Data Scientist
STU0946,CSE,2,9.61,"SK003, SK155, SK064, SK027, SK260",8,Yes,Web Development,ROLE024,Intermediate,Beginner,Basic,4,Data Scientist
STU0947,IT,2,8.09,"SK195, SK223, SK040, SK086, SK033",3,No,AI,ROLE048,Intermediate,Beginner,Intermediate,2,AI Engineer
STU0948,CSE,2,8.39,"SK230, SK068, SK275, SK010, SK154",3,Yes,Cyber Security,ROLE055,Beginner,Beginner,Fluent,4,Data Scientist
STU0949,Civil,4,7.59,"SK130, SK202, SK141, SK206, SK189",4,Yes,Data Science,ROLE018,Beginner,Intermediate,Basic,1,Cyber Security Analyst
STU0950,EEE,2,6.83,"SK121, SK260, SK204, SK119, SK264",5,No,Cloud,ROLE022,Advanced,Intermediate,Intermediate,3,Software Engineer
STU0951,ECE,2,9.12,"SK125, SK107, SK205, SK119, SK256",1,No,DevOps,ROLE020,Advanced,Intermediate,Intermediate,1,Cyber Security Analyst
STU0952,Mechanical,2,7.98,"SK166, SK169, SK057, SK096, SK159",2,Yes,Web Development,ROLE006,Intermediate,Beginner,Basic,2,Data Scientist
STU0953,IT,2,6.47,"SK201, SK197, SK141, SK133, SK123",2,Yes,Cyber Security,ROLE057,Advanced,Intermediate,Basic,2,Cyber Security Analyst
STU0954,EEE,4,9.09,"SK276, SK173, SK164, SK057, SK050",4,No,Cloud,ROLE043,Advanced,Intermediate,Basic,6,Cloud Engineer
STU0955,EEE,1,6.04,"SK048, SK160, SK144, SK034, SK105",4,No,Mobile,ROLE003,Beginner,Beginner,Fluent,2,AI Engineer
STU0956,Mechanical,1,7.96,"SK212, SK050, SK227, SK221, SK120",6,No,Cloud,ROLE028,Beginner,Beginner,Intermediate,5,Cloud Engineer
STU0957,Civil,1,7.85,"SK272, SK262, SK069, SK204, SK020",5,Yes,Cyber Security,ROLE044,Beginner,Advanced,Intermediate,5,Cloud Engineer
STU0958,EEE,1,8.5,"SK053, SK216, SK235, SK142, SK074",5,Yes,Data Science,ROLE010,Intermediate,Beginner,Intermediate,6,Data Scientist
STU0959,EEE,4,6.88,"SK149, SK205, SK201, SK011, SK276",3,Yes,Cloud,ROLE017,Advanced,Intermediate,Basic,5,Full Stack Developer
STU0960,ECE,3,9.52,"SK040, SK152, SK219, SK216, SK184",2,No,Web Development,ROLE022,Beginner,Intermediate,Intermediate,2,Cyber Security Analyst
STU0961,Mechanical,4,9.67,"SK114, SK275, SK040, SK277, SK028",4,Yes,DevOps,ROLE060,Beginner,Intermediate,Intermediate,1,Data Scientist
STU0962,ECE,3,8.85,"SK248, SK247, SK075, SK111, SK078",6,No,Web Development,ROLE012,Advanced,Advanced,Fluent,2,Data Scientist
STU0963,CSE,2,6.05,"SK068, SK168, SK001, SK189, SK026",1,Yes,DevOps,ROLE013,Advanced,Advanced,Basic,6,AI Engineer
STU0964,ECE,4,9.09,"SK148, SK125, SK157, SK174, SK004",1,Yes,Mobile,ROLE038,Beginner,Advanced,Basic,4,Full Stack Developer
STU0965,Civil,1,6.35,"SK152, SK146, SK245, SK063, SK034",0,Yes,AI,ROLE006,Intermediate,Intermediate,Fluent,1,AI Engineer
STU0966,ECE,2,6.77,"SK089, SK094, SK252, SK033, SK194",3,Yes,Web Development,ROLE019,Advanced,Intermediate,Intermediate,6,Cloud Engineer
STU0967,Civil,4,8.05,"SK148, SK008, SK272, SK125, SK069",8,Yes,Web Development,ROLE029,Beginner,Advanced,Basic,4,Cyber Security Analyst
STU0968,ECE,3,6.16,"SK173, SK077, SK233, SK169, SK229",2,No,Cyber Security,ROLE028,Advanced,Beginner,Basic,2,Cyber Security Analyst
STU0969,EEE,4,8.05,"SK271, SK005, SK136, SK034, SK062",1,Yes,Cyber Security,ROLE048,Beginner,Beginner,Intermediate,1,Cyber Security Analyst
STU0970,EEE,3,9.3,"SK146, SK216, SK093, SK170, SK169",6,No,Cloud,ROLE040,Advanced,Intermediate,Basic,1,Cloud Engineer
STU0971,Civil,4,7.9,"SK060, SK109, SK155, SK060, SK192",0,Yes,DevOps,ROLE016,Intermediate,Intermediate,Basic,3,Cyber Security Analyst
STU0972,Civil,4,8.28,"SK034, SK156, SK116, SK139, SK180",4,Yes,Cloud,ROLE029,Intermediate,Intermediate,Fluent,6,Cyber Security Analyst
STU0973,IT,4,6.58,"SK100, SK152, SK094, SK125, SK278",3,No,Cyber Security,ROLE027,Beginner,Beginner,Fluent,2,Cloud Engineer
STU0974,IT,1,9.42,"SK155, SK059, SK189, SK160, SK140",4,Yes,Mobile,ROLE006,Intermediate,Advanced,Fluent,2,Data Scientist
STU0975,Mechanical,1,7.24,"SK010, SK122, SK041, SK270, SK106",4,Yes,Cloud,ROLE003,Advanced,Beginner,Intermediate,4,Cloud Engineer
STU0976,CSE,2,7.51,"SK080, SK240, SK105, SK265, SK073",0,No,DevOps,ROLE014,Beginner,Beginner,Basic,5,AI Engineer
STU0977,IT,2,8.8,"SK099, SK185, SK022, SK033, SK261",6,No,Data Science,ROLE015,Advanced,Beginner,Basic,5,Data Scientist
STU0978,Civil,1,8.84,"SK077, SK232, SK007, SK138, SK010",0,Yes,Data Science,ROLE037,Intermediate,Intermediate,Intermediate,2,Cloud Engineer
STU0979,ECE,3,7.95,"SK032, SK217, SK167, SK205, SK109",6,Yes,Cloud,ROLE017,Beginner,Advanced,Intermediate,6,Cloud Engineer
STU0980,EEE,3,6.85,"SK130, SK199, SK060, SK050, SK185",3,Yes,Data Science,ROLE034,Beginner,Beginner,Intermediate,1,Data Scientist
STU0981,EEE,3,8.24,"SK048, SK249, SK131, SK051, SK081",3,Yes,Cloud,ROLE030,Beginner,Intermediate,Intermediate,3,Cloud Engineer
STU0982,EEE,2,9.49,"SK008, SK270, SK141, SK216, SK168",4,Yes,DevOps,ROLE012,Intermediate,Intermediate,Fluent,4,Data Scientist
STU0983,CSE,1,6.06,"SK076, SK105, SK254, SK097, SK242",1,Yes,Cloud,ROLE023,Advanced,Advanced,Fluent,3,AI Engineer
STU0984,ECE,2,9.04,"SK277, SK140, SK152, SK183, SK040",0,No,Cloud,ROLE049,Intermediate,Beginner,Intermediate,1,AI Engineer
STU0985,Civil,2,7.12,"SK270, SK252, SK024, SK209, SK058",8,No,DevOps,ROLE011,Intermediate,Advanced,Intermediate,5,Software Engineer
STU0986,IT,2,6.23,"SK071, SK211, SK031, SK116, SK234",3,No,Data Science,ROLE051,Advanced,Beginner,Fluent,4,AI Engineer
STU0987,Mechanical,3,9.44,"SK035, SK072, SK149, SK122, SK173",8,No,AI,ROLE037,Advanced,Beginner,Basic,6,Software Engineer
STU0988,ECE,3,6.75,"SK211, SK252, SK091, SK115, SK193",7,Yes,Mobile,ROLE033,Intermediate,Beginner,Fluent,6,Full Stack Developer
STU0989,IT,3,6.56,"SK079, SK271, SK119, SK102, SK039",8,Yes,Mobile,ROLE006,Beginner,Advanced,Intermediate,4,Data Scientist
STU0990,EEE,3,7.64,"SK173, SK040, SK257, SK136, SK057",3,No,Mobile,ROLE060,Intermediate,Intermediate,Fluent,4,Cyber Security Analyst
STU0991,ECE,1,7.18,"SK110, SK008, SK051, SK261, SK020",3,Yes,Cyber Security,ROLE060,Beginner,Advanced,Fluent,2,Software Engineer
STU0992,ECE,1,7.53,"SK153, SK227, SK239, SK171, SK212",4,No,DevOps,ROLE014,Beginner,Beginner,Basic,5,Cloud Engineer
STU0993,Mechanical,4,6.61,"SK005, SK197, SK069, SK059, SK167",1,No,DevOps,ROLE037,Beginner,Advanced,Fluent,4,Full Stack Developer
STU0994,EEE,3,6.51,"SK240, SK018, SK255, SK163, SK080",0,No,Web Development,ROLE022,Advanced,Advanced,Fluent,4,AI Engineer
STU0995,Mechanical,3,9.45,"SK191, SK116, SK062, SK056, SK218",1,No,DevOps,ROLE035,Intermediate,Beginner,Intermediate,1,AI Engineer
STU0996,EEE,4,6.2,"SK051, SK040, SK020, SK012, SK194",0,No,DevOps,ROLE022,Beginner,Beginner,Intermediate,5,Software Engineer
STU0997,Mechanical,1,7.99,"SK264, SK133, SK081, SK250, SK126",4,Yes,Web Development,ROLE001,Intermediate,Advanced,Fluent,3,Data Scientist
STU0998,EEE,1,8.06,"SK252, SK057, SK110, SK278, SK139",8,No,Cyber Security,ROLE015,Intermediate,Intermediate,Fluent,4,Cloud Engineer
STU0999,Civil,3,7.78,"SK192, SK153, SK088, SK200, SK213",1,No,Mobile,ROLE040,Intermediate,Beginner,Fluent,3,Cloud Engineer
STU1000,EEE,4,6.72,"SK267, SK043, SK070, SK002, SK095",0,No,Data Science,ROLE012,Intermediate,Beginner,Fluent,6,AI Engineer
