question_id,role_id,skill_id,question,difficulty,question_type,expected_answer,keywords,company_level
Q00727,ROLE023,SK163,Explain the fundamentals of skill SK163 for ROLE023.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK163.","SK163, fundamentals, implementation, best practices",Mid-size
Q00728,ROLE023,SK164,Explain the fundamentals of skill SK164 for ROLE023.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK164.","SK164, fundamentals, implementation, best practices",MNC
Q00729,ROLE023,SK165,Explain the fundamentals of skill SK165 for ROLE023.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK165.","SK165, fundamentals, implementation, best practices",FAANG
Q00730,ROLE023,SK166,Explain the fundamentals of skill SK166 for ROLE023.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK166.","SK166, fundamentals, implementation, best practices",Startup
Q00731,ROLE023,SK167,Explain the fundamentals of skill SK167 for ROLE023.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK167.","SK167, fundamentals, implementation, best practices",Mid-size
Q00732,ROLE023,SK168,Explain the fundamentals of skill SK168 for ROLE023.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK168.","SK168, fundamentals, implementation, best practices",MNC
Q00733,ROLE023,SK169,Explain the fundamentals of skill SK169 for ROLE023.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK169.","SK169, fundamentals, implementation, best practices",FAANG
Q00734,ROLE023,SK170,Explain the fundamentals of skill SK170 for ROLE023.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK170.","SK170, fundamentals, implementation, best practices",Startup
Q00735,ROLE023,SK171,Explain the fundamentals of skill SK171 for ROLE023.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK171.","SK171, fundamentals, implementation, best practices",Mid-size
Q00736,ROLE023,SK172,Explain the fundamentals of skill SK172 for ROLE023.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK172.","SK172, fundamentals, implementation, best practices",MNC
Q00737,ROLE023,SK173,Explain the fundamentals of skill SK173 for ROLE023.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK173.","SK173, fundamentals, implementation, best practices",FAANG
Q00738,ROLE023,SK174,Explain the fundamentals of skill SK174 for ROLE023.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK174.","SK174, fundamentals, implementation, best practices",Startup
Q00739,ROLE023,SK175,Explain the fundamentals of skill SK175 for ROLE023.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK175.","SK175, fundamentals, implementation, best practices",Mid-size
Q00740,ROLE023,SK176,Explain the fundamentals of skill SK176 for ROLE023.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK176.","SK176, fundamentals, implementation, best practices",MNC
Q00741,ROLE023,SK177,Explain the fundamentals of skill SK177 for ROLE023.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK177.","SK177, fundamentals, implementation, best practices",FAANG
Q00742,ROLE023,SK178,Explain the fundamentals of skill SK178 for ROLE023.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK178.","SK178, fundamentals, implementation, best practices",Startup
Q00743,ROLE023,SK179,Explain the fundamentals of skill SK179 for ROLE023.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK179.","SK179, fundamentals, implementation, best practices",Mid-size
Q00744,ROLE023,SK180,Explain the fundamentals of skill SK180 for ROLE023.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK180.","SK180, fundamentals, implementation, best practices",MNC
Q00745,ROLE023,SK181,Explain the fundamentals of skill SK181 for ROLE023.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK181.","SK181, fundamentals, implementation, best practices",FAANG
Q00746,ROLE023,SK182,Explain the fundamentals of skill SK182 for ROLE023.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK182.","SK182, fundamentals, implementation, best practices",Startup
Q00747,ROLE023,SK183,Explain the fundamentals of skill SK183 for ROLE023.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK183.","SK183, fundamentals, implementation, best practices",Mid-size
Q00748,ROLE023,SK184,Explain the fundamentals of skill SK184 for ROLE023.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK184.","SK184, fundamentals, implementation, best practices",MNC
Q00749,ROLE023,SK185,Explain the fundamentals of skill SK185 for ROLE023.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK185.","SK185, fundamentals, implementation, best practices",FAANG
Q00750,ROLE023,SK186,Explain the fundamentals of skill SK186 for ROLE023.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK186.","SK186, fundamentals, implementation, best practices",Startup
Q00751,ROLE023,SK187,Explain the fundamentals of skill SK187 for ROLE023.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK187.","SK187, fundamentals, implementation, best practices",Mid-size
Q00752,ROLE023,SK188,Explain the fundamentals of skill SK188 for ROLE023.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK188.","SK188, fundamentals, implementation, best practices",MNC
Q00753,ROLE023,SK189,Explain the fundamentals of skill SK189 for ROLE023.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK189.","SK189, fundamentals, implementation, best practices",FAANG
Q00754,ROLE023,SK190,Explain the fundamentals of skill SK190 for ROLE023.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK190.","SK190, fundamentals, implementation, best practices",Startup
Q00755,ROLE023,SK191,Explain the fundamentals of skill SK191 for ROLE023.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK191.","SK191, fundamentals, implementation, best practices",Mid-size
Q00756,ROLE023,SK192,Explain the fundamentals of skill SK192 for ROLE023.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK192.","SK192, fundamentals, implementation, best practices",MNC
Q00757,ROLE023,SK193,Explain the fundamentals of skill SK193 for ROLE023.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK193.","SK193, fundamentals, implementation, best practices",FAANG
Q00758,ROLE023,SK194,Explain the fundamentals of skill SK194 for ROLE023.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK194.","SK194, fundamentals, implementation, best practices",Startup
Q00759,ROLE023,SK195,Explain the fundamentals of skill SK195 for ROLE023.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK195.","SK195, fundamentals, implementation, best practices",Mid-size
Q00760,ROLE024,SK170,Explain the fundamentals of skill SK170 for ROLE024.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK170.","SK170, fundamentals, implementation, best practices",Mid-size
Q00761,ROLE024,SK171,Explain the fundamentals of skill SK171 for ROLE024.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK171.","SK171, fundamentals, implementation, best practices",MNC
Q00762,ROLE024,SK172,Explain the fundamentals of skill SK172 for ROLE024.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK172.","SK172, fundamentals, implementation, best practices",FAANG
Q00763,ROLE024,SK173,Explain the fundamentals of skill SK173 for ROLE024.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK173.","SK173, fundamentals, implementation, best practices",Startup
